ID,CORE RELATIONS
881,NO_REL
882,NO_REL
883,NO_REL
884,NO_REL
885,NO_REL
886,NO_REL
887,NO_REL
888,NO_REL
889,NO_REL
890,NO_REL
891,NO_REL
892,NO_REL
893,NO_REL
894,NO_REL
895,NO_REL
896,NO_REL
897,NO_REL
898,NO_REL
899,NO_REL
900,NO_REL
901,NO_REL
902,NO_REL
903,NO_REL
904,NO_REL
905,NO_REL
906,NO_REL
907,NO_REL
908,NO_REL
909,NO_REL
910,NO_REL
911,NO_REL
912,NO_REL
913,NO_REL
914,NO_REL
915,NO_REL
916,NO_REL
917,NO_REL
918,NO_REL
919,NO_REL
920,NO_REL
921,NO_REL
922,NO_REL
923,NO_REL
924,NO_REL
925,NO_REL
926,NO_REL
927,NO_REL
928,NO_REL
929,NO_REL
930,NO_REL
931,NO_REL
932,NO_REL
933,NO_REL
934,NO_REL
935,NO_REL
936,NO_REL
937,NO_REL
938,NO_REL
939,NO_REL
940,NO_REL
941,NO_REL
942,NO_REL
943,NO_REL
944,NO_REL
945,NO_REL
946,NO_REL
947,NO_REL
948,NO_REL
949,NO_REL
950,NO_REL
951,NO_REL
952,NO_REL
953,NO_REL
954,NO_REL
955,NO_REL
956,NO_REL
957,NO_REL
958,NO_REL
959,NO_REL
960,NO_REL
961,NO_REL
962,NO_REL
963,NO_REL
964,NO_REL
965,NO_REL
966,NO_REL
967,NO_REL
968,NO_REL
969,NO_REL
970,NO_REL
971,NO_REL
972,NO_REL
973,NO_REL
974,NO_REL
975,NO_REL
976,NO_REL
977,NO_REL
978,NO_REL
979,NO_REL
980,NO_REL
981,NO_REL
982,NO_REL
983,NO_REL
984,NO_REL
985,NO_REL
986,NO_REL
987,NO_REL
988,NO_REL
989,NO_REL
990,NO_REL
991,NO_REL
992,NO_REL
993,NO_REL
994,NO_REL
995,NO_REL
996,NO_REL
997,NO_REL
998,NO_REL
999,NO_REL
1000,NO_REL
1001,NO_REL
1002,NO_REL
1003,NO_REL
1004,NO_REL
1005,NO_REL
1006,NO_REL
1007,NO_REL
1008,NO_REL
1009,NO_REL
1010,NO_REL
1011,NO_REL
1012,NO_REL
1013,NO_REL
1014,NO_REL
1015,NO_REL
1016,NO_REL
1017,NO_REL
1018,NO_REL
1019,NO_REL
1020,NO_REL
1021,NO_REL
1022,NO_REL
1023,NO_REL
1024,NO_REL
1025,NO_REL
1026,NO_REL
1027,NO_REL
1028,NO_REL
1029,NO_REL
1030,NO_REL
1031,NO_REL
1032,NO_REL
1033,NO_REL
1034,NO_REL
1035,NO_REL
1036,NO_REL
1037,NO_REL
1038,NO_REL
1039,NO_REL
1040,NO_REL
1041,NO_REL
1042,NO_REL
1043,NO_REL
1044,NO_REL
1045,NO_REL
1046,NO_REL
1047,NO_REL
1048,NO_REL
1049,NO_REL
1050,NO_REL
1051,NO_REL
1052,NO_REL
1053,NO_REL
1054,NO_REL
1055,NO_REL
1056,NO_REL
1057,NO_REL
1058,NO_REL
1059,NO_REL
1060,NO_REL
1061,NO_REL
1062,NO_REL
1063,NO_REL
1064,NO_REL
1065,NO_REL
1066,NO_REL
1067,NO_REL
1068,NO_REL
1069,NO_REL
1070,NO_REL
1071,NO_REL
1072,NO_REL
1073,NO_REL
1074,NO_REL
1075,NO_REL
1076,NO_REL
1077,NO_REL
1078,NO_REL
1079,NO_REL
1080,NO_REL
1081,NO_REL
1082,NO_REL
1083,NO_REL
